CUST_UID,AGN_CNT_RCT_12_MON,ICO_CUR_MON_ACM_TRX_TM,NB_RCT_3_MON_LGN_TMS_AGV,AGN_CUR_YEAR_AMT,AGN_CUR_YEAR_WAG_AMT,AGN_AGR_LATEST_AGN_AMT,ICO_CUR_MON_ACM_TRX_AMT,COUNTER_CUR_YEAR_CNT_AMT,PUB_TO_PRV_TRX_AMT_CUR_YEAR,MON_12_EXT_SAM_TRSF_IN_AMT,MON_12_EXT_SAM_TRSF_OUT_AMT,MON_12_EXT_SAM_NM_TRSF_OUT_CNT,MON_12_EXT_SAM_AMT,CUR_MON_EXT_SAM_CUST_TRSF_IN_AMT,CUR_MON_EXT_SAM_CUST_TRSF_OUT_AMT,MON_12_CUST_CNT_PTY_ID,MON_12_TRX_AMT_MAX_AMT_PCTT,CUR_YEAR_MON_AGV_TRX_CNT,MON_12_AGV_TRX_CNT,MON_12_ACM_ENTR_ACT_CNT,MON_12_AGV_ENTR_ACT_CNT,MON_12_ACM_LVE_ACT_CNT,MON_12_AGV_LVE_ACT_CNT,CUR_YEAR_PUB_TO_PRV_TRX_PTY_CNT,MON_6_50_UP_ENTR_ACT_CNT,MON_6_50_UP_LVE_ACT_CNT,CUR_YEAR_COUNTER_ENCASH_CNT,MON_12_ACT_OUT_50_UP_CNT_PTY_QTY,MON_12_ACT_IN_50_UP_CNT_PTY_QTY,LAST_12_MON_COR_DPS_TM_PNT_BAL_PEAK_VAL,LAST_12_MON_COR_DPS_DAY_AVG_BAL,CUR_MON_COR_DPS_MON_DAY_AVG_BAL,CUR_YEAR_COR_DMND_DPS_DAY_AVG_BAL,CUR_YEAR_COR_DPS_YEAR_DAY_AVG_INCR,LAST_12_MON_DIF_NM_MON_AVG_TRX_AMT_NAV,LAST_12_MON_MON_AVG_TRX_AMT_NAV,COR_KEY_PROD_HLD_NBR,CUR_YEAR_MID_BUS_INC,AI_STAR_SCO,WTHR_OPN_ONL_ICO,EMP_NBR,REG_CPT,SHH_BCK,HLD_DMS_CCY_ACT_NBR,REG_DT,LGP_HLD_CARD_LVL,OPN_TM,NB_CTC_HLD_IDV_AIO_CARD_SITU,HLD_FGN_CCY_ACT_NBR
c740ae74c54145388e1830a1a01dc198,202.0,22.0,55.3,577357.5,577357.5,266752.0,577357.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,72.0,38.7,92.0,9.5,352.0,31.2,,,,2.0,12.0,12.0,75000002.0,7124200.7,500577.9,500577.9,-6581106.1,13011544.8,13017844.8,32.0,266.2,5,B,32.0,10000002.0,32,12.0,159.1,C,146.52,D,2.0
fa8023dd47b54251add53a8ec2bf91c9,13962.0,2.0,15.3,9765441.1,,3852360.9,2.0,2.0,2.0,804088033.8,2.0,2.0,804088033.8,51580767.4,2.0,Y,,122.0,87.8,322.0,28.7,712.0,61.2,,122.0,182.0,2.0,42.0,2.0,84065097.9,18425037.7,14884651.4,14884651.4,-3358410.1,67692679.1,134700015.1,22.0,237.8,4,A,22.0,21000002.0,12,12.0,2709.74,D,1065.23,B,2.0
8f4a9fe216594d90953ecb0cc4293c5e,4462.0,242.0,518.7,7017740.5,,7017740.5,148145803.6,2.0,388207.3,2.0,5750002.0,102.0,-5749998.0,2.0,2.0,Y,3.4,322.0,432.0,562.0,48.7,4602.0,385.3,62.0,282.0,252.0,2.0,202.0,62.0,636616522.4,26589922.4,8660479.2,8660479.2,-20024261.9,373777584.2,376344772.3,32.0,588.6,4,B,202.0,3018900002.0,12,12.0,1824.58,F,896.19,B,2.0
c55634d02ee747fba56bfbefce7a7dc2,15572.0,1862.0,1212.0,8900504.8,,2796242.0,107567541.9,2.0,833111.9,41742588.6,679755156.2,1732.0,-638012565.6,9140662.6,52477542.2,Y,2.2,2582.0,2151.2,7952.0,664.5,17842.0,1488.7,202.0,312.0,372.0,2.0,52.0,42.0,22721355.7,5148684.3,6007465.1,6007465.1,1101845.6,128033740.6,188158552.3,52.0,-884.8,4,B,942.0,100000002.0,32,52.0,1101.03,,937.48,B,2.0
81c869b868a9490eb6e10ddb436209dc,,122.0,245.3,,,,1733701.3,2.0,1272245.3,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,242.0,262.8,1152.0,97.8,1982.0,167.0,22.0,,,2.0,,,12080956.8,9157699.0,9151492.2,9151492.2,48256.8,2201250.5,2201250.5,32.0,1052.8,4,B,182.0,10000002.0,12,12.0,1492.97,,1495.87,D,2.0
a85fe0fc84db464ab139e513360a8542,,82.0,142.0,,,,6593182.0,2.0,2.0,2.0,21401002.0,82.0,-21400998.0,2.0,3200002.0,Y,2.6,182.0,202.0,662.0,57.0,1742.0,147.0,,52.0,2.0,2.0,2.0,12.0,21038509.6,9462434.1,10940224.1,10940224.1,1362071.1,17690824.9,19474241.6,22.0,330.4,5,B,62.0,20000002.0,12,12.0,783.29,,778.13,A,2.0
c008a30934624fedb447b84060983825,,,,,,,,,,2.0,2.0,2.0,2.0,,,,2.9,,8.7,42.0,5.3,42.0,5.3,,,,,,,6098178.7,4695891.3,4881421.5,4881421.5,106312.2,424022.7,424022.7,22.0,237.8,4,A,2.0,,2,12.0,,,1649.1,C,2.0
f04db6dd3ffa464aad5c8f79420e18a9,,12.0,32.0,,,,207966.2,2.0,207966.2,2.0,2.0,2.0,2.0,2.0,2.0,,2.9,12.0,13.7,32.0,4.5,112.0,11.2,12.0,,,2.0,2.0,12.0,19205662.6,12201110.7,12692353.0,12692353.0,794304.7,1197548.7,1197548.7,22.0,237.8,4,B,22.0,1000002.0,12,12.0,801.68,F,793.94,F,2.0
8d57ca180b88474f9faaa4e86fc205d5,17862.0,112.0,658.7,,,10044872.2,58851228.5,2.0,2275488.5,2.0,55000002.0,22.0,-54999998.0,2.0,55000002.0,Y,2.1,192.0,925.3,892.0,76.2,10192.0,851.2,52.0,92.0,112.0,2.0,52.0,32.0,80327353.4,23456391.8,20519596.0,20519596.0,-2838647.6,53267385.6,57850718.9,32.0,1014.6,4,B,152.0,,2,12.0,532.97,C,518.13,D,2.0
5e88967a6b3b4d78a799dcaf591ad7c2,,12.0,385.3,,,3810409.9,5500002.0,2.0,2.0,1142374201.0,1379400002.0,392.0,-237025799.0,43790002.0,5500002.0,Y,,122.0,181.2,1502.0,127.0,652.0,56.2,,622.0,272.0,2.0,42.0,72.0,146954905.6,25447368.2,7898760.0,7898760.0,-18649165.2,32734000.8,242883402.0,32.0,539.3,5,B,8032.0,647917792.0,12,12.0,1337.48,D,665.55,D,2.0
61718fcc3dfc4033be4fececa9007479,,,22.0,,,,,,,2.0,2.0,2.0,2.0,,,,,,5.3,22.0,3.7,22.0,3.7,,,,,12.0,22.0,904997602.0,12920767.7,4029590.6,4029590.6,-8822908.7,150500002.0,150500002.0,12.0,237.8,4,A,2.0,1020000002.0,32,22.0,134.9,,134.26,D,2.0
4088f0ae334046eab5f75c145ace9c3b,182.0,722.0,1308.7,46265.6,46265.6,46265.6,411323234.0,2.0,53036832.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2432.0,1491.2,11372.0,949.5,6502.0,543.7,62.0,2072.0,1972.0,2.0,2392.0,1612.0,200485690.6,54038137.7,48984382.3,48984382.3,-6770819.9,590065128.9,590065128.9,32.0,4228.8,4,B,12.0,200000002.0,32,12.0,1797.48,B,721.68,B,2.0
c9140cbc82bb4faa868f64a4a8f71a0e,,92.0,598.7,,,521392.0,37118795.6,2949402.0,2.0,269435319.8,128638688.1,252.0,140796633.7,37900002.0,15881718.0,Y,2.1,512.0,642.0,4172.0,349.5,3512.0,294.5,,192.0,242.0,72.0,152.0,62.0,129377892.9,10359267.9,12092924.0,12092924.0,1755334.8,83243694.9,116416528.6,22.0,782.6,5,B,1052.0,106000002.0,32,12.0,3090.71,,1183.29,,2.0
ccc120e93a4e48339d8a7b3ae902a843,13082.0,282.0,312.0,216594892.0,18350136.7,216594892.0,451040676.9,2.0,3491823.8,254900002.0,403200002.0,32.0,-148299998.0,2.0,2.0,Y,2.4,382.0,450.3,512.0,44.5,4872.0,407.8,32.0,92.0,212.0,2.0,112.0,62.0,667958851.9,120472508.5,179945892.2,179945892.2,32379191.8,229161771.3,319052640.9,32.0,7283.1,5,B,252.0,154666662.0,12,22.0,2381.03,D,2378.77,D,2.0
3f7cab72e458475fb5a421190d452900,,,118.7,,,323017.8,,2.0,2.0,30000002.0,2.0,2.0,30000002.0,2.0,2.0,,,42.0,29.5,42.0,5.3,292.0,26.2,,12.0,2.0,2.0,2.0,12.0,39507230.1,28210998.8,30450868.4,30450868.4,4270414.8,1832051.7,4332051.7,12.0,4954.8,4,A,1502.0,229957202.0,32,12.0,1498.45,,1414.9,C,2.0
56104de119444348ae22060f1a89cb8d,,12.0,52.0,,,,200002.0,2.0,200002.0,28607564.3,28771879.7,32.0,-164313.4,2.0,2.0,,2.0,12.0,36.2,92.0,9.5,322.0,28.7,12.0,22.0,12.0,2.0,2.0,22.0,37537573.2,13293476.0,28586776.7,28586776.7,17074454.9,5698252.2,12813205.6,22.0,237.8,4,B,102.0,50000002.0,12,12.0,1176.19,F,554.9,B,2.0
69ce1bb8adfc48e986ad590cb9cc3176,12202.0,32.0,182.0,23268625.0,23268625.0,15590560.8,25010545.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Y,2.0,112.0,125.3,242.0,22.0,1242.0,105.3,,72.0,72.0,2.0,22.0,12.0,71875664.1,20772398.7,21159521.9,21159521.9,877681.1,59063418.2,59063418.2,32.0,264.4,5,B,522.0,,2,12.0,948.77,F,938.77,B,2.0
fe92fbdb16864084b97395342e3243f3,2842.0,772.0,942.0,7256720.7,7256720.7,3026718.0,39206055.2,2.0,1939636.6,2.0,2.0,2.0,2.0,2.0,2.0,Y,2.2,1122.0,982.8,3122.0,262.0,8652.0,722.8,122.0,152.0,122.0,2.0,42.0,82.0,77603145.2,21626693.7,11078003.2,11078003.2,-10495337.6,92567598.2,92567598.2,32.0,1504.7,4,B,302.0,100000002.0,12,12.0,164.58,,147.81,D,2.0
af719624662040998fc655a020a82bf1,17222.0,22.0,88.7,3181463.8,3181463.8,3181463.8,1200000002.0,2.0,2.0,3193347474.0,3106476718.0,122.0,86870757.9,1207390002.0,1200000002.0,Y,,122.0,67.8,422.0,37.0,372.0,32.8,,242.0,222.0,2.0,12.0,12.0,1201055229.0,142391136.5,278474583.3,278474583.3,154210822.9,20050830.9,557172579.8,52.0,4154.2,5,B,5002.0,5515000002.0,32,32.0,1369.42,,870.71,,2.0
cb78b99dd9a64c439199d31f0689e00c,31392.0,332.0,758.7,44967150.7,41159226.1,3807926.6,108176785.3,2.0,2.0,82423002.2,10002.0,12.0,82413002.2,20090002.0,2.0,Y,2.0,602.0,671.2,2182.0,183.7,5852.0,489.5,,452.0,732.0,2.0,132.0,112.0,1377006627.0,556141299.8,248558344.6,248558344.6,-392137759.2,270670359.7,1305525620.0,52.0,6738.4,5,B,112.0,415726636.8,32,32.0,622.97,D,617.81,D,12.0
79a98b9d593c4c48b00a9b7596e83000,8222.0,1702.0,665.3,42099676.0,42099676.0,13937611.0,173380422.1,2.0,32514407.8,2.0,2.0,2.0,2.0,2.0,2.0,Y,2.4,2642.0,2394.5,9092.0,759.5,19622.0,1637.0,542.0,392.0,452.0,2.0,252.0,422.0,216069362.0,110518315.2,179330750.3,179330750.3,77912327.7,232889789.3,232951841.4,52.0,61540.3,5,B,662.0,,2,12.0,242531.68,,1079.42,D,2.0
fd3637ed959b4203a303b04d4964e04d,,,,,,,,2.0,2.0,2.0,10000002.0,12.0,-9999998.0,2.0,2.0,,2.0,62.0,94.5,902.0,77.0,212.0,19.5,,62.0,82.0,2.0,52.0,22.0,920323299.8,657554422.9,413305259.1,413305259.1,-286449963.3,103364394.2,407797666.9,12.0,30257.9,4,A,612.0,300000002.0,32,12.0,2629.42,C,786.84,A,2.0
5ac0c59151db45b7becee77724410a5e,,2312.0,795.3,,,,492765767.3,2.0,2.0,41766.4,2.0,2.0,41766.4,2.0,2.0,Y,4.0,2782.0,2327.8,5012.0,419.5,22902.0,1910.3,,562.0,542.0,2.0,72.0,672.0,2078236320.0,1271050371.0,1025264784.0,1025264784.0,-240384696.8,411672421.7,412433516.5,32.0,2198.6,1,B,102.0,,2,22.0,2500.06,,2486.52,B,62.0
878a9a80b1c940e49fc9c7db135ac417,,,35.3,,,266476.1,,2.0,2.0,100002.0,72900002.0,62.0,-72799998.0,2.0,2.0,,,22.0,18.7,132.0,12.8,72.0,7.8,,22.0,22.0,2.0,2.0,12.0,49073109.6,5144585.9,3961448.4,3961448.4,-1081622.9,6762234.5,12845567.9,12.0,246.6,4,A,42.0,50000002.0,32,12.0,1205.23,,1178.77,C,32.0
0aa452ab4e71422ba661473f80aebf11,102.0,22.0,125.3,99702.0,,99702.0,449822.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.2,52.0,48.7,192.0,17.8,372.0,32.8,,42.0,42.0,2.0,32.0,32.0,82063756.6,30486981.1,30383451.2,30383451.2,-73552.6,232873524.4,232873524.4,32.0,-3.2,5,B,102.0,500000002.0,32,22.0,1408.13,C,438.45,C,2.0
d6bd4937057f404cbbaf971b23db07fe,2022.0,82.0,128.7,9065.6,9065.6,1942840.6,6280796.6,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.4,142.0,148.7,242.0,22.0,1522.0,128.7,,42.0,2.0,2.0,12.0,52.0,26576907.2,11190225.7,10068312.2,10068312.2,-266794.8,16769884.1,16769884.1,42.0,143.9,4,B,332.0,330000002.0,12,12.0,111.35,,109.42,C,2.0
330d167e19564e7698ab86ad37b33c38,,42.0,98.7,,,,500840002.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.2,122.0,141.2,212.0,19.5,1462.0,123.7,,42.0,442.0,2.0,22.0,32.0,399084859.5,150688947.1,206479970.9,193576745.1,65826856.2,113183096.7,141220224.0,42.0,36183.5,5,B,202.0,20296522.0,32,22.0,192.0,,184.26,D,2.0
7e92e79ff7cd494b9e7614f9169b1b95,7302.0,3692.0,3738.7,25879020.2,25879020.2,16982343.0,920402831.0,2.0,5405469.6,5613724571.0,2846142762.0,1082.0,2767581811.0,167000002.0,580010002.0,Y,2.5,4512.0,2862.0,8062.0,673.7,26262.0,2190.3,342.0,952.0,762.0,2.0,402.0,412.0,942405187.6,160243816.3,394283678.3,394283678.3,247235413.8,3140216503.0,3887124336.0,52.0,7935.8,5,B,202.0,100000002.0,32,32.0,255.87,D,252.32,C,2.0
5d25733dac1946f6910f746970eae041,,2972.0,742.0,,,,582245530.1,2.0,2.0,5726900002.0,36683650.0,202.0,5690216354.0,384000002.0,1554650.0,Y,2.0,3142.0,2650.3,1642.0,138.7,30142.0,2513.7,,692.0,2242.0,2.0,702.0,82.0,198191746.5,18385299.8,24530925.6,24530925.6,7675410.8,549667636.0,1029966273.0,22.0,21570.6,4,B,2.0,100000002.0,32,12.0,1691.03,,683.61,B,2.0
c7b68c15e23049319a9049f74d55e28d,,2.0,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,4.0,42.0,32.0,192.0,17.8,172.0,16.2,,,,2.0,,,8719338.4,4766765.9,6312648.1,6312648.1,1886182.5,1070230.8,1070230.8,32.0,263.3,4,A,2.0,5000002.0,12,12.0,366.84,B,352.0,D,2.0
2df91b39eb7e462c8e6b40a7634a1726,2724582.0,196752.0,,4271301263.0,4185786079.0,71047.4,544831000000.0,20333282.0,4388122.0,2993100000000.0,2092510000000.0,3152.0,900593000000.0,213419000000.0,90714769338.0,Y,2.0,266802.0,204676.2,684722.0,57062.0,1771372.0,147616.2,362.0,80932.0,113162.0,42.0,12212.0,3252.0,340216000000.0,37066949995.0,35808135706.0,197388905.5,-666375955.2,1282760000000.0,6113720000000.0,,841914.9,5,B,50002.0,6363600002.0,32,82.0,397.16,D,389.74,,2.0
0f08ec8dd24143c8be2de603c11566de,93012.0,1872.0,1515.3,267320235.1,261790306.5,2898529.7,879412532.1,1480002.0,1173032.0,199998002.0,1000000002.0,12.0,-800001998.0,2.0,2.0,Y,2.0,3472.0,4106.2,29052.0,2422.8,20202.0,1685.3,32.0,352.0,682.0,32.0,252.0,182.0,3362640521.0,1330967360.0,3207551018.0,3207551018.0,2086229809.0,739967979.8,1982011101.0,62.0,198295.8,5,B,802.0,22864322.0,32,22.0,338.45,D,199.42,D,12.0
6b72e952d08242a89d7ea3ace8b0853e,,412.0,305.3,,,,6279029.7,2.0,41692.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.1,932.0,796.2,4912.0,411.2,4622.0,387.0,12.0,,,2.0,,,36396080.8,27894858.6,27799465.9,12799465.9,344197.5,11306567.9,17141320.2,32.0,467.8,4,B,2.0,,2,42.0,377.81,C,365.23,C,2.0
789f5f147dde489b8dc1b88680df4e4c,,52.0,205.3,,,,115131006.2,2.0,2.0,397762919.8,390000002.0,22.0,7762919.8,61462919.8,2.0,,2.8,72.0,92.0,322.0,28.7,762.0,65.3,,152.0,222.0,2.0,42.0,22.0,900000002.0,76931488.3,85371490.5,85371490.5,-10318571.1,826422077.7,892068987.5,22.0,3926.7,,B,2.0,,2,12.0,,,132.32,,2.0
014aa123581a4f80bdedf1c4515f8f8b,,,,,,,,,,502.0,2.0,2.0,502.0,,,,,,2.8,12.0,2.8,2.0,2.0,,,,,,,23009158.4,22975012.0,23008932.6,23008932.6,39450.4,2.0,43.7,12.0,237.8,4,A,2.0,966600002.0,12,12.0,528.13,B,324.9,B,2.0
aae09d7e7dc04628a2a3d8907328f7da,11102.0,102.0,638.7,2959502.0,,2959502.0,268960926.2,2.0,2.0,250000002.0,1370000002.0,302.0,-1119999998.0,2.0,200000002.0,,2.2,172.0,556.2,862.0,73.7,5792.0,484.5,,352.0,312.0,2.0,52.0,42.0,324384623.4,116089506.2,53610799.4,53610799.4,-58697891.6,592610386.2,727610386.2,32.0,389.0,4,B,862.0,10000002.0,12,12.0,1343.94,,135.23,D,2.0
1f13cf18deab48be8a1e712d7e1137a5,23332.0,832.0,705.3,11090466.3,11090466.3,4592316.6,20457441.9,2.0,237195.7,2.0,2.0,2.0,2.0,2.0,2.0,Y,2.0,2062.0,2076.2,8622.0,720.3,16272.0,1357.8,242.0,122.0,192.0,2.0,132.0,62.0,106567458.9,34809069.9,163183.5,163183.5,-39276452.6,138597914.3,140612144.1,62.0,433.4,5,B,952.0,10000002.0,32,32.0,410.39,D,92.65,C,2.0
4adbc12733024f00a4cc2eb642de9dce,14482.0,552.0,755.3,2493551.1,2493551.1,450002.0,31763498.8,2.0,138002.0,137800002.0,2.0,2.0,137800002.0,30000002.0,2.0,Y,3.9,882.0,976.2,2922.0,245.3,8772.0,732.8,32.0,192.0,132.0,2.0,102.0,122.0,302303131.3,8044393.0,12996842.8,12996842.8,4785749.9,177374124.2,192510748.9,42.0,1026.2,5,B,1202.0,500000002.0,32,22.0,2789.1,D,192.0,D,2.0
12dccae024fc414fa90691455b14e46c,27362.0,1812.0,2.0,26097734.4,26097734.4,16008486.5,433675696.3,2.0,682040.7,70000002.0,102000002.0,42.0,-31999998.0,2.0,2.0,Y,2.1,2312.0,2554.5,8302.0,693.7,22332.0,1862.8,232.0,302.0,432.0,2.0,142.0,102.0,468256248.8,60990009.7,49525176.8,49525176.8,-13811412.4,279768888.4,383323217.6,52.0,144379.8,5,B,5642.0,80000002.0,32,12.0,2286.84,D,2282.32,,22.0
568759f6250f45eca46e6fa03f188285,,52.0,25.3,,,,220002.0,2.0,40002.0,2.0,2.0,2.0,2.0,2.0,2.0,,,172.0,144.5,242.0,22.0,1472.0,124.5,12.0,,,2.0,,,10034876.6,7167190.6,6411328.9,6411328.9,-889296.3,1740990.3,1740990.3,42.0,279.6,4,B,2.0,8000002.0,12,12.0,552.65,,547.81,B,2.0
77f194cb65db4d089c83e67301c8d6bb,,112.0,88.7,,,,398628.9,2.0,278628.9,2.0,2.0,2.0,2.0,2.0,2.0,,,152.0,111.2,172.0,16.2,1142.0,97.0,42.0,,,2.0,,,6967876.4,5102169.0,4550525.9,4550525.9,-724280.7,625449.6,625449.6,22.0,235.7,4,B,2.0,3000002.0,2,12.0,270.06,,275.23,B,2.0
a448f4de6af2455dbe106c48c50a4523,12.0,,32.0,,,50002.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Y,,22.0,13.7,62.0,7.0,82.0,8.7,,,,2.0,,,55550357.7,49834548.8,54623354.7,54623354.7,5969004.7,1290580.2,1290580.2,12.0,237.8,4,A,72.0,100000002.0,12,12.0,805.87,C,801.35,C,2.0
2d2e8d23ee87454d8f64ee93f6918998,,752.0,1195.3,,,,1753679743.0,2.0,7782.0,1206510002.0,1819655002.0,302.0,-613144998.0,2.0,3000002.0,,2.0,1032.0,1296.2,8102.0,677.0,7432.0,621.2,12.0,2622.0,2372.0,2.0,722.0,682.0,382777251.7,57972773.2,22896657.3,22896657.3,-33131466.5,3135671030.0,3602822679.0,52.0,137562.7,4,B,202.0,600000002.0,32,12.0,325.55,B,122.97,B,2.0
e392f9497394492c99270d65d5d58366,6792.0,882.0,1155.3,7347917.3,,7347917.3,36202640.1,2.0,1163136.6,270600002.0,5758964.2,82.0,264841039.8,31500002.0,2.0,,2.1,1042.0,865.3,932.0,79.5,9432.0,787.8,152.0,182.0,32.0,2.0,22.0,12.0,42127973.7,14664743.1,11199317.7,11199317.7,-4054291.2,32939783.6,55969697.1,42.0,3152.4,4,B,52.0,500000002.0,32,12.0,700.39,,554.9,C,2.0
493060ca8eae4519b1559ef6bd2bb910,,872.0,818.7,,,,133361871.5,300002.0,6800002.0,5571485.0,5000012.0,22.0,571475.0,2.0,2.0,,2.2,1272.0,753.7,2562.0,215.3,6462.0,540.3,22.0,262.0,122.0,12.0,182.0,292.0,101978768.0,7854640.0,3849023.2,3849023.2,-4405731.9,111041819.8,111922777.5,52.0,3154.0,5,B,132.0,508800002.0,12,32.0,716.52,C,527.48,C,2.0
74b193b8bb2f4aaeac5dcdbabecfbb1c,252.0,12.0,82.0,73808.2,73808.2,73808.2,73808.2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.7,72.0,82.0,32.0,4.5,932.0,79.5,,,,2.0,,,13781715.3,4613891.9,2721527.2,2721527.2,-2279906.0,424702.6,424702.6,32.0,237.8,5,B,12.0,500000002.0,32,12.0,561.68,B,555.87,,2.0
bac3c18cdc47490ea4a6c63ad076e205,,,42.0,,,,,,,2.0,2.0,2.0,2.0,,,,2.6,,151.2,522.0,45.3,1272.0,107.8,,72.0,152.0,,292.0,72.0,1800381944.0,22955060.7,28770190.5,28770190.5,7167585.4,405031381.1,405031381.1,22.0,237.8,4,A,2.0,10000002.0,12,12.0,554.9,C,552.65,C,2.0
cefd97fe79a34be5aa1f23202a4ff01f,4332.0,552.0,1135.3,6262263.9,6262263.9,30132.8,11855403.9,2.0,229002.0,2.0,2.0,2.0,2.0,2.0,2.0,Y,2.6,1152.0,1198.7,8522.0,712.0,5842.0,488.7,32.0,92.0,32.0,2.0,12.0,42.0,19754503.8,2806152.9,8374036.0,8374036.0,6168902.6,21518393.7,21518393.7,32.0,3583.1,4,B,592.0,10000002.0,12,12.0,320.71,B,318.13,B,2.0
f62dd872700f40b7b64997e99cacae12,238172.0,232.0,202.0,96901777.8,96478348.2,15896231.9,171668584.2,2.0,2.0,14000002.0,1502.0,12.0,13998502.0,14000002.0,2.0,Y,2.7,1422.0,968.7,7712.0,644.5,3892.0,326.2,,172.0,312.0,2.0,142.0,82.0,499110865.1,102950370.3,120650695.3,120650695.3,17950052.2,543005018.6,619214413.0,72.0,667.0,5,B,6162.0,500000002.0,32,22.0,522.97,C,511.35,F,2.0
f8fa449371304089a509b72d22106435,1762.0,342.0,748.7,1293869.8,1293869.8,1293869.8,323873931.9,2.0,2802.0,2.0,181531002.0,12.0,-181530998.0,2.0,2.0,Y,2.0,892.0,536.2,2882.0,242.0,3532.0,296.2,12.0,172.0,592.0,2.0,312.0,52.0,2999999652.0,366809820.2,870223213.3,870223213.3,503235138.6,5630522039.0,5648410039.0,72.0,5670.6,5,B,502.0,5400000002.0,32,32.0,139.42,D,137.16,D,2.0
9c92169c71ff47ff8a1c6f5de20752e4,,332.0,548.7,,,,9872352.0,2.0,935593.4,2.0,2.0,2.0,2.0,2.0,2.0,,2.3,612.0,532.8,2222.0,187.0,4152.0,347.8,32.0,2.0,22.0,2.0,32.0,12.0,32465559.9,15187160.8,25773300.9,25773300.9,12270612.3,20083342.5,20083342.5,22.0,920.9,4,B,2.0,10000002.0,12,12.0,621.35,C,608.13,C,2.0
abdc3e3c25bb43a6a1c7f46981167427,6702.0,232.0,438.7,3212099.1,3212099.1,3212099.1,4695575.3,2.0,623465.6,2.0,28002.0,22.0,-27998.0,2.0,2.0,Y,2.2,552.0,737.8,3192.0,267.8,5642.0,472.0,92.0,,,2.0,,,13727605.4,3403505.4,2117707.2,2117707.2,-1392689.2,14154445.4,14156778.7,52.0,572.0,4,B,352.0,5000002.0,32,12.0,692.97,D,371.35,D,2.0
d535875429cf49c2bbbd641f940c22e2,8802.0,272.0,298.7,12236371.7,12236371.7,9036371.7,32347902.0,2.0,2.0,196700002.0,49222082.0,142.0,147477922.0,16500002.0,2.0,Y,2.1,852.0,637.8,2102.0,177.0,5532.0,462.8,,152.0,122.0,2.0,42.0,52.0,95848392.6,38940931.7,27057037.1,27057037.1,-12713799.9,78348831.9,129539063.6,62.0,147694.7,4,B,2082.0,250000002.0,12,272.0,1822.65,,426.19,D,2.0
bd6fb1c458224e22b985ec9d960fb48f,,432.0,492.0,,,,644581464.8,2.0,818702.0,1141600002.0,2055399679.0,232.0,-913799675.3,294000002.0,2.0,Y,2.0,622.0,938.7,4552.0,381.2,6692.0,559.5,22.0,102.0,482.0,2.0,322.0,702.0,3833169713.0,2438500326.0,1610921788.0,1610921788.0,-974983496.5,404873893.5,959952013.5,32.0,8755.1,5,B,202.0,4000000002.0,32,22.0,374.26,D,254.58,C,2.0
4f8a561368a94ae0991ae36ad5b5c802,20932.0,902.0,,85277140.5,,65921638.4,411220477.8,2.0,5914346.0,1490000002.0,1250000002.0,62.0,240000002.0,300000002.0,300000002.0,Y,2.0,922.0,1677.8,472.0,41.2,19642.0,1638.7,132.0,152.0,302.0,2.0,202.0,82.0,650562686.5,87544788.5,197021211.7,197021211.7,110928136.0,160993123.5,389326456.8,32.0,321.7,5,B,29912.0,13169702982.0,22,22.0,2712.0,D,2480.71,,2.0
1e4bd32ce11a4845a1da88ca80dc5f40,,12.0,125.3,,,,80852.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.2,162.0,392.8,2802.0,235.3,1892.0,159.5,,12.0,2.0,2.0,2.0,12.0,6443510.9,2646448.3,6232255.8,6232255.8,4034739.6,5156185.1,5156185.1,22.0,448.6,4,B,2.0,20000002.0,12,12.0,537.48,B,527.81,B,2.0
0bb09d7d66aa4b45a130d15523de34a4,7962.0,1242.0,,180829851.1,35458398.6,5073011.5,9048970496.0,1500002.0,2.0,199289000000.0,182440000000.0,1912.0,16848893694.0,3510000012.0,1132001002.0,Y,2.0,2382.0,4283.7,5522.0,462.0,45862.0,3823.7,,1502.0,2632.0,12.0,782.0,382.0,35549376142.0,3157313489.0,528882607.1,528882607.1,-2871725014.0,37305295817.0,77880172576.0,52.0,4897551.0,5,B,700002.0,1134000002.0,12,62.0,2910.39,F,2651.03,,32.0
